--------------------
BDMEP - INMET
--------------------
Estação           : VITORIA DA CONQUISTA - BA (OMM: 83344)
Latitude  (graus) : -14.88
Longitude (graus) : -40.79
Altitude  (metros): 874.81
Estação Operante
Inicio de operação: 01/01/1936
Periodo solicitado dos dados: 01/01/1970 a 01/01/2019
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;PrecipitacaoTotal;TempMaximaMedia;TempMinimaMedia;
83344;31/01/1989;0000;4.4;28.545161;;
83344;28/02/1989;0000;70.1;29.421429;;
83344;31/03/1989;0000;34;27.970968;;
83344;31/01/1992;0000;339.6;26.016129;18.516129;
83344;31/12/1992;0000;186.5;25.248387;;
83344;31/01/1993;0000;46.8;27.564516;;
83344;28/02/1993;0000;139.2;27.160714;;
83344;31/03/1993;0000;1.2;29.080645;;
83344;30/04/1993;0000;9.6;28.253333;;
83344;31/05/1993;0000;33.2;24.903226;;
83344;30/06/1993;0000;20.5;23.526667;;
83344;31/07/1993;0000;9.1;23.929032;14.354839;
83344;31/08/1993;0000;1.2;24.274194;14.167742;
83344;30/09/1993;0000;3.8;27.786667;15.736667;
83344;31/10/1993;0000;34.6;27.590323;16.545161;
83344;30/11/1993;0000;25.2;28.663333;17.186667;
83344;31/12/1993;0000;93.5;28.080645;18.087097;
83344;31/01/1994;0000;20.3;29.009677;18.619355;
83344;28/02/1994;0000;90;29.746429;18.457143;
83344;31/03/1994;0000;250;27.503226;18.558065;
83344;30/04/1994;0000;52.3;24.726667;17.94;
83344;31/05/1994;0000;22.1;24.56129;17.006452;
83344;30/06/1994;0000;8.1;23.226667;15.433333;
83344;31/07/1994;0000;22.2;22.012903;14.590323;
83344;31/08/1994;0000;31.4;22.841935;13.803226;
83344;30/09/1994;0000;16.7;24.426667;14.936667;
83344;31/10/1994;0000;57.8;27.067742;16.190323;
83344;30/11/1994;0000;113.9;26.926667;17.136667;
83344;31/12/1994;0000;10.1;28.909677;18.06129;
83344;31/01/1995;0000;37.1;31.048387;18.716129;
83344;28/02/1995;0000;0.3;30.860714;18.925;
83344;31/03/1995;0000;87.8;28.935484;18.803226;
83344;30/04/1995;0000;60.4;25.76;18.456667;
83344;31/05/1995;0000;22.1;24.970968;17.941935;
83344;30/06/1995;0000;19.5;22.74;14.986667;
83344;31/07/1995;0000;96.3;22.03871;14.96129;
83344;31/08/1995;0000;13.2;23.622581;14.725806;
83344;30/09/1995;0000;33.1;24.736667;15.336667;
83344;31/10/1995;0000;115.1;27.703226;16.854839;
83344;30/11/1995;0000;105.7;26.343333;17.606667;
83344;31/12/1995;0000;239.3;26.832258;18.493548;
83344;31/01/1996;0000;21;27.770968;17.812903;
83344;29/02/1996;0000;39.8;29.234483;18.224138;
83344;31/03/1996;0000;26.6;30.080645;19.145161;
83344;30/04/1996;0000;26.4;26.933333;17.433333;
83344;31/05/1996;0000;0.5;25.883871;16.274194;
83344;30/06/1996;0000;16.9;23.716667;14.893333;
83344;31/07/1996;0000;5.3;23.46129;13.754839;
83344;31/08/1996;0000;14.6;23.519355;14.525806;
83344;30/09/1996;0000;6.6;25.95;15.73;
83344;31/10/1996;0000;64.9;27.451613;17.609677;
83344;30/11/1996;0000;144.3;26.526667;18.053333;
83344;31/12/1996;0000;24.3;28.76129;18.93871;
83344;31/01/1997;0000;147.5;28.158065;18.522581;
83344;28/02/1997;0000;79.6;26.164286;17.939286;
83344;31/03/1997;0000;351.4;24.819355;18.245161;
83344;30/04/1997;0000;175;25.216667;17.303333;
83344;31/05/1997;0000;19;22.374194;16.016129;
83344;30/06/1997;0000;20;23.58;15.74;
83344;31/07/1997;0000;19.6;21.858065;14.022581;
83344;31/08/1997;0000;10.5;23.758065;14.341935;
83344;30/09/1997;0000;6.6;28.343333;17.7;
83344;31/10/1997;0000;23.3;28.280645;18;
83344;30/11/1997;0000;117.5;28.866667;18.116667;
83344;31/12/1997;0000;39.3;29.419355;18.945161;
83344;31/01/1998;0000;150;29.103226;19.3;
83344;28/02/1998;0000;27.2;30.221429;19.282143;
83344;31/03/1998;0000;20.8;30.077419;19.325806;
83344;30/04/1998;0000;12;28.916667;18.833333;
83344;31/05/1998;0000;16.2;26.612903;16.435484;
83344;30/06/1998;0000;8.4;22.973333;15.25;
83344;31/07/1998;0000;6.2;23.66129;14.706452;
