--------------------
BDMEP - INMET
--------------------
Estação           : CAETITE - BA (OMM: 83339)
Latitude  (graus) : -14.06
Longitude (graus) : -42.48
Altitude  (metros): 882.47
Estação Operante
Inicio de operação: 01/01/1907
Periodo solicitado dos dados: 01/01/1970 a 01/01/2019
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;PrecipitacaoTotal;TempMaximaMedia;TempMinimaMedia;
83339;31/12/1979;0000;154.2;29.342857;18.367742;
83339;31/01/1980;0000;234.3;;18.53871;
83339;29/02/1980;0000;279.1;;18.9375;
83339;31/03/1980;0000;32.8;;17.335484;
83339;30/04/1980;0000;40.3;;17.463333;
83339;31/05/1980;0000;2.1;;16.693548;
83339;30/06/1980;0000;16.2;;15.73;
83339;31/07/1980;0000;4;;14.332258;
83339;31/08/1980;0000;6.8;25.670968;14.622581;
83339;30/09/1980;0000;25.8;27.343333;16.453333;
83339;31/10/1980;0000;12.4;28.264516;16.796774;
83339;30/11/1980;0000;33.3;27.64;18.29;
83339;31/12/1980;0000;302.3;25.948387;18.309677;
83339;31/01/1986;0000;105.4;26.696774;17.803226;
83339;28/02/1986;0000;60.5;27.332143;18.242857;
83339;31/03/1986;0000;44.5;27.577419;17.967742;
83339;30/04/1986;0000;14;28.066667;17.95;
83339;31/05/1986;0000;1.6;26.925806;16.877419;
83339;31/07/1986;0000;1.1;24.854839;14.554839;
83339;31/08/1986;0000;7.6;27.203226;15.63871;
83339;31/10/1986;0000;79.6;26.745161;16.396774;
83339;31/12/1986;0000;198.7;27.893548;18.083871;
83339;31/01/1987;0000;66.9;29.006452;18.406452;
83339;28/02/1987;0000;24.2;30.396429;18.767857;
83339;31/03/1987;0000;105.2;27.8;19.112903;
83339;30/04/1987;0000;12.5;27.686667;18.386667;
83339;31/05/1987;0000;14;28.396774;17.406452;
83339;30/06/1987;0000;5.6;26.083333;16.003333;
83339;31/07/1987;0000;3.4;25.729032;15.73871;
83339;31/08/1987;0000;1;27.7;15.812903;
83339;30/09/1987;0000;6;28.13;17.153333;
83339;31/10/1987;0000;35.2;30.935484;18.596774;
83339;30/11/1987;0000;135.4;27.846667;19.373333;
83339;31/12/1987;0000;191.5;26.606452;19.167742;
83339;31/01/1988;0000;50.9;28.248387;18.916129;
83339;29/02/1988;0000;34.1;30.9;19.155172;
83339;31/03/1988;0000;239.6;27.074194;19.106452;
83339;30/04/1988;0000;9.5;27.106667;18.476667;
83339;31/05/1988;0000;13.4;27.709677;17.312903;
83339;30/06/1988;0000;15.6;25.073333;15.343333;
83339;31/08/1988;0000;3;24.658065;13.916129;
83339;30/09/1988;0000;18.8;27.23;15.586667;
83339;31/10/1988;0000;90.9;28.696774;17.729032;
83339;30/11/1988;0000;52.8;27.883333;17.963333;
83339;31/12/1988;0000;224.5;26.4;17.541935;
83339;28/02/1989;0000;41.4;30.278571;18.385714;
83339;31/03/1989;0000;134.3;27.896774;18.806452;
83339;31/01/1993;0000;51.2;27.346667;16.476667;
83339;28/02/1993;0000;27.2;28.285714;17.067857;
83339;31/03/1993;0000;0;30.835484;17.077419;
83339;30/04/1993;0000;13.6;29.143333;17.6;
83339;31/05/1993;0000;25.8;26.970968;15.983871;
83339;30/06/1993;0000;0.9;25.32;13.843333;
83339;31/07/1993;0000;10.4;25.851613;13.896774;
83339;31/08/1993;0000;1.2;26.954839;14.348387;
83339;30/09/1993;0000;1.8;29.663333;16.223333;
83339;31/10/1993;0000;16.4;29.687097;17.019355;
83339;30/11/1993;0000;48.6;30.373333;17.543333;
83339;31/12/1993;0000;228.7;28.106452;17.677419;
83339;31/01/1994;0000;94.8;28.119355;17.851613;
83339;28/02/1994;0000;51.4;30.207143;18.325;
83339;31/03/1994;0000;182.1;26.64;17.435484;
83339;30/04/1994;0000;105.5;;16.97;
83339;31/05/1994;0000;3.6;;15.658065;
83339;30/06/1994;0000;2.5;;14.556667;
83339;31/07/1994;0000;5.6;;13.690323;
83339;31/08/1994;0000;0;;13.264516;
83339;30/09/1994;0000;8.9;;14.593333;
83339;31/10/1994;0000;53;;16.574194;
83339;30/11/1994;0000;181.9;;18.086667;
83339;31/12/1994;0000;61.1;;18.670968;
83339;31/01/1995;0000;37.8;;18.980645;
83339;28/02/1995;0000;48.6;;19.578571;
83339;31/03/1995;0000;102;;19.525806;
83339;30/04/1995;0000;102;;18.856667;
83339;31/05/1995;0000;8.1;;18.219355;
83339;30/06/1995;0000;1.4;;15.866667;
83339;31/07/1995;0000;15.8;;15.390323;
83339;31/08/1995;0000;2.8;;15.248387;
83339;30/09/1995;0000;7;;16.18;
83339;31/10/1995;0000;156.6;;18.180645;
83339;30/11/1995;0000;182.5;;18.05;
83339;31/12/1995;0000;158.4;;18.729032;
83339;31/01/1996;0000;9.9;;18.248387;
83339;29/02/1996;0000;54.7;;18.62069;
83339;31/03/1996;0000;9.9;;20.012903;
83339;30/04/1996;0000;75.2;;18.706667;
83339;31/05/1996;0000;1;;16.945161;
83339;30/06/1996;0000;10.5;;15.373333;
83339;31/07/1996;0000;0;;14.451613;
83339;31/08/1996;0000;3.7;26.211111;15.890323;
83339;30/09/1996;0000;1.4;28.17;17.03;
83339;31/10/1996;0000;101.6;28.825806;18.86129;
83339;30/11/1996;0000;222.7;26.916667;18.893333;
83339;31/12/1996;0000;155.4;28.432258;19.125806;
83339;31/01/1997;0000;184.9;27.187097;19.180645;
83339;28/02/1997;0000;27.6;28.060714;18.732143;
83339;31/03/1997;0000;234.4;25.564516;18.748387;
83339;30/04/1997;0000;118.2;25.096667;18.053333;
83339;31/05/1997;0000;5.2;23.022581;16.43871;
83339;30/06/1997;0000;9.3;24.99;15.36;
83339;31/07/1997;0000;32;22.97;14.62;
83339;31/08/1997;0000;0;25.219355;14.474194;
83339;30/09/1997;0000;35.8;30.75;18.313333;
83339;31/10/1997;0000;47.4;29.845161;19.058065;
83339;30/11/1997;0000;94;29.943333;19.283333;
83339;31/12/1997;0000;124.6;29.612903;19.722581;
83339;31/01/1998;0000;94.3;29.93871;20.090323;
83339;28/02/1998;0000;165.3;30.478571;20.407143;
83339;31/03/1998;0000;36.6;30.754839;20.53871;
83339;30/04/1998;0000;4;30.716667;19.963333;
83339;31/05/1998;0000;6.9;28.312903;18.219355;
83339;30/06/1998;0000;1;25.563333;16.11;
83339;31/07/1998;0000;1.4;26.019355;16.23871;
83339;31/08/1998;0000;5.6;27.087097;16.748387;
83339;30/09/1998;0000;0;28.786667;17.123333;
83339;31/10/1998;0000;9;29.951613;18.7;
83339;30/11/1998;0000;339.8;26.896667;19.176667;
83339;31/12/1998;0000;121.3;27.135484;18.764516;
83339;31/01/1999;0000;93.2;27.612903;18.909677;
83339;28/02/1999;0000;143.8;28.953571;19.042857;
83339;31/03/1999;0000;172.5;27.103226;18.841935;
83339;30/04/1999;0000;8.4;26.89;18.446667;
